lat,lon,risk
40.97,-73.8,0.07482241516976301
40.97,-73.7,0.0
40.97,-73.4,0.0
40.97,-73.2,0.0
40.97,-73.1,0.0
40.97,-73.0,0.0
40.97,-72.9,0.3069773347715949
40.97,-72.8,0.33039994940170775
40.97,-72.7,0.2998143130679676
40.97,-72.6,0.0
40.97,-72.5,0.0
40.97,-72.4,0.0
40.97,-72.3,0.0
40.97,-72.2,0.0
40.97,-72.1,0.0
40.98,-73.9,0.0
40.98,-73.8,0.08342616432358343
40.98,-73.7,0.0
40.98,-73.2,0.0
40.98,-72.7,0.34302073332033967
40.98,-72.6,0.34782438945352295
40.98,-72.5,0.0
40.98,-72.4,0.0
40.98,-72.3,0.0
40.98,-72.2,0.0
40.98,-72.1,0.0
40.99,-73.9,0.0
40.99,-73.8,0.0
40.99,-73.7,0.09733755395469629
40.99,-73.3,0.0
40.99,-73.1,0.0
40.99,-72.6,0.0
40.99,-72.5,0.0
40.99,-72.4,0.0
40.99,-72.3,0.0
40.99,-72.2,0.0
40.99,-72.1,0.0
41.0,-73.9,0.0
41.0,-73.8,0.0
41.0,-73.7,0.0
41.0,-73.0,0.0
41.0,-72.7,0.0
41.0,-72.6,0.0
41.0,-72.5,0.0
41.0,-72.4,0.0
41.0,-72.3,0.0
41.0,-72.2,0.0
41.0,-72.1,0.0
41.01,-73.9,0.0
41.01,-73.8,0.0
41.01,-73.7,0.0
41.01,-72.6,0.0
41.01,-72.5,0.0
41.01,-72.4,0.0
41.01,-72.3,0.0
41.01,-72.2,0.0
41.01,-72.1,0.0
41.01,-72.0,0.0
41.02,-74.0,0.0
41.02,-73.9,0.0
41.02,-73.8,0.0
41.02,-73.7,0.0
41.02,-72.5,0.0
41.02,-72.3,0.0
41.02,-72.2,0.0
41.02,-72.0,0.0
41.03,-74.0,0.0
41.03,-73.9,0.0
41.03,-73.8,0.0
41.03,-73.7,0.0
41.03,-72.5,0.0
41.03,-72.4,0.0
41.03,-72.3,0.0
41.03,-72.2,0.0
41.03,-72.0,0.0
41.03,-71.9,0.0
41.04,-74.0,0.0
41.04,-73.9,0.0
41.04,-73.8,0.0
41.04,-73.7,0.0
41.04,-72.5,0.0
41.04,-72.4,0.0
41.04,-72.3,0.0
41.04,-72.2,0.0
41.04,-72.1,0.0
41.04,-72.0,0.0
41.04,-71.9,0.0
41.05,-74.0,0.0
41.05,-73.9,0.0
41.05,-73.8,0.0
41.05,-73.7,0.0
41.05,-72.5,0.0
41.05,-72.4,0.0
41.05,-72.3,0.0
41.05,-72.2,0.0
41.05,-71.9,0.0
41.06,-74.1,0.0
41.06,-74.0,0.0
41.06,-73.9,0.0
41.06,-73.8,0.3527469789300588
41.06,-73.7,0.34818681298053333
41.06,-72.5,0.0
41.06,-72.4,0.0
41.06,-72.3,0.0
41.06,-72.0,0.0
41.06,-71.9,0.0
41.07,-74.1,0.2193358659640607
41.07,-74.0,0.0
41.07,-73.9,0.39113894833939994
41.07,-73.8,0.37081706959378763
41.07,-73.7,0.4113579176651359
41.07,-72.4,0.0
41.07,-72.3,0.0
41.07,-72.0,0.0
41.07,-71.9,0.0
41.08,-74.1,0.0
41.08,-74.0,0.2120550426223122
41.08,-73.9,0.0
41.08,-73.8,0.3736754631676069
41.08,-73.7,0.39546839449732984
41.08,-72.4,0.0
41.08,-72.3,0.0
41.08,-72.0,0.0
41.09,-74.1,0.0
41.09,-74.0,0.17597153538773547
41.09,-73.9,0.0
41.09,-73.8,0.0
41.09,-73.7,0.0
41.09,-72.4,0.0
41.09,-72.3,0.0
41.1,-74.1,0.18652040997763686
41.1,-74.0,0.21754462194295326
41.1,-73.9,0.0
41.1,-73.8,0.36525682403285376
41.1,-73.7,0.3635020767000184
41.1,-72.4,0.0
41.1,-72.3,0.0
41.1,-72.1,0.0
41.11,-74.2,0.0
41.11,-74.1,0.20736100825363984
41.11,-74.0,0.15937804282702414
41.11,-73.9,0.20527403560739935
41.11,-73.8,0.34513958557893504
41.11,-73.7,0.5065820247698175
41.11,-72.4,0.0
41.11,-72.3,0.0
41.11,-71.8,0.0
41.12,-74.2,0.32975140058481184
41.12,-74.1,0.19718132092421434
41.12,-74.0,0.16727261861045137
41.12,-73.9,0.0
41.12,-73.8,0.341169267352796
41.12,-73.7,0.3427536354426056
41.12,-72.4,0.0
41.12,-72.3,0.0
41.13,-74.2,0.5409925640837197
41.13,-74.1,0.17609883903710496
41.13,-74.0,0.16644914642036418
41.13,-73.9,0.0
41.13,-73.8,0.31159638541266627
41.13,-73.7,0.32775254098773066
41.13,-72.4,0.0
41.13,-72.3,0.0
41.14,-74.2,0.229799219574292
41.14,-74.1,0.20622953263224164
41.14,-74.0,0.18355076021353608
41.14,-73.9,0.0
41.14,-73.8,0.3084574580122605
41.14,-73.7,0.33873000730045383
41.14,-73.6,0.0
41.14,-72.4,0.0
41.14,-72.3,0.0
41.15,-74.2,0.5288293786014078
41.15,-74.1,0.0
41.15,-74.0,0.1529001082379909
41.15,-73.9,0.0
41.15,-73.8,0.3220970954840465
41.15,-73.7,0.36284826488831723
41.15,-73.6,0.0
41.15,-72.3,0.0
41.15,-72.2,0.0
41.16,-74.3,0.0
41.16,-74.2,0.24510486633673498
41.16,-74.1,0.19974622091672517
41.16,-74.0,0.21143012886060006
41.16,-73.9,0.3529103641046073
41.16,-73.8,0.3592721170438645
41.16,-73.7,0.409169703498905
41.16,-73.6,0.0
41.16,-72.2,0.4446561974935868
41.17,-74.2,0.0
41.17,-74.1,0.1692733680208492
41.17,-74.0,0.22639808902452535
41.17,-73.9,0.3936841330325242
41.17,-73.8,0.3035971453596843
41.17,-73.7,0.4065971148014363
41.17,-73.6,0.0
41.17,-72.4,0.0
41.17,-72.2,0.0
41.18,-74.3,0.0
41.18,-74.2,0.30812542677401855
41.18,-74.1,0.1764525659082017
41.18,-74.0,0.19888535388598713
41.18,-73.9,0.0
41.18,-73.8,0.38462881629525864
41.18,-73.7,0.3908020161427418
41.18,-73.6,0.36348633632394456
41.18,-73.5,0.0
41.19,-74.3,0.0
41.19,-74.2,0.0
41.19,-74.1,0.18435086534725853
41.19,-74.0,0.17150996557604406
41.19,-73.9,0.44822117972359204
41.19,-73.8,0.47906800641601416
41.19,-73.7,0.3794669997447252
41.19,-73.6,0.0
41.19,-73.5,0.0
41.2,-74.4,0.0
41.2,-74.3,0.0
41.2,-74.2,0.0
41.2,-74.1,0.21665281544163167
41.2,-74.0,0.16365431619147716
41.2,-73.9,0.3638497435434151
41.2,-73.8,0.3525650474044188
41.2,-73.7,0.32659164803945856
41.2,-73.6,0.0
41.2,-73.5,0.0
41.21,-74.4,0.0
41.21,-74.3,0.0
41.21,-74.2,0.3325927634892699
41.21,-74.1,0.2134474186175172
41.21,-74.0,0.17398328523409679
41.21,-73.9,0.4071345187160651
41.21,-73.8,0.3995019102078545
41.21,-73.7,0.36159927010869364
41.21,-73.6,0.0
41.21,-73.5,0.0
41.22,-74.4,0.0
41.22,-74.3,0.0
41.22,-74.2,0.8401888804083537
41.22,-74.0,0.18794126204113185
41.22,-73.9,0.0
41.22,-73.8,0.0
41.22,-73.7,0.3972314723563623
41.22,-73.6,0.0
41.22,-73.5,0.0
41.23,-74.4,0.0
41.23,-74.3,0.0
41.23,-74.2,0.0
41.23,-74.1,0.0
41.23,-74.0,0.0
41.23,-73.9,0.0
41.23,-73.8,0.4261841912540002
41.23,-73.7,0.349484644453162
41.23,-73.6,0.0
41.23,-73.5,0.0
41.24,-74.4,0.0
41.24,-74.3,0.0
41.24,-74.2,0.5237835420414814
41.24,-74.0,0.0
41.24,-73.9,0.3972139127557538
41.24,-73.8,0.0
41.24,-73.7,0.3999420263775236
41.24,-73.6,0.0
41.24,-73.5,0.0
41.25,-74.5,0.0
41.25,-74.4,0.0
41.25,-74.3,0.0
41.25,-74.2,0.28645728921113867
41.25,-74.0,0.2325610882331462
41.25,-73.9,0.0
41.25,-73.8,0.0
41.25,-73.7,0.41286532090615335
41.25,-73.6,0.0
41.25,-73.5,0.0
41.25,-72.2,0.0
41.26,-74.4,0.2347555734017154
41.26,-74.3,0.24580400679009778
41.26,-74.2,0.0
41.26,-74.0,0.0
41.26,-73.9,0.0
41.26,-73.8,0.37314117361465327
41.26,-73.7,0.41428600153800293
41.26,-73.6,0.4278449258289351
41.26,-73.5,0.0
41.26,-72.0,0.0
41.27,-74.5,0.0
41.27,-74.4,0.0
41.27,-74.3,0.2460160001106056
41.27,-74.2,0.32639661155045413
41.27,-74.1,0.0
41.27,-74.0,0.252953274604286
41.27,-73.9,0.0
41.27,-73.8,0.3948411531670831
41.27,-73.7,0.0
41.27,-73.6,0.0
41.27,-73.5,0.0
41.27,-72.1,0.0
41.27,-72.0,0.0
41.28,-74.5,0.0
41.28,-74.4,0.2628071273657473
41.28,-74.3,0.0
41.28,-74.2,0.0
41.28,-74.1,0.0
41.28,-74.0,0.22620364703409226
41.28,-73.9,0.0
41.28,-73.8,0.0
41.28,-73.7,0.4025212643263091
41.28,-73.6,0.44513054977285643
41.28,-73.5,0.0
41.28,-72.0,0.0
41.29,-74.6,0.0
41.29,-74.5,0.0
41.29,-74.4,0.0
41.29,-74.3,0.2322010400692427
41.29,-74.2,0.24399194113346795
41.29,-74.1,0.5103695293371103
41.29,-74.0,0.4823154185544433
41.29,-73.9,0.0
41.29,-73.8,0.0
41.29,-73.7,0.42448153485744594
41.29,-73.6,0.0
41.29,-73.5,0.0
41.29,-72.0,0.0
41.3,-74.6,0.0
41.3,-74.5,0.0
41.3,-74.3,0.0
41.3,-74.2,0.22822482257115687
41.3,-74.1,0.5710843052407192
41.3,-73.9,0.0
41.3,-73.8,0.0
41.3,-73.7,0.0
41.3,-73.6,0.0
41.31,-74.6,0.0
41.31,-74.5,0.0
41.31,-74.4,0.0
41.31,-74.3,0.0
41.31,-74.2,0.21531063556989907
41.31,-74.1,0.3309512249955933
41.31,-73.9,0.0
41.31,-73.8,0.0
41.31,-73.7,0.09790409355323669
41.31,-73.6,0.0
41.32,-74.6,0.0
41.32,-74.5,0.0
41.32,-74.4,0.0
41.32,-74.3,0.21381102467494414
41.32,-74.2,0.0
41.32,-74.1,0.3307265548634438
41.32,-74.0,0.5152199353037039
41.32,-73.9,0.0
41.32,-73.8,0.09857679652781078
41.32,-73.7,0.09802019209297727
41.32,-73.6,0.0
41.32,-73.5,0.0
41.33,-74.6,0.0
41.33,-74.5,0.0
41.33,-74.4,0.24815208544113213
41.33,-74.3,0.23187446224218863
41.33,-74.2,0.20582744096911534
41.33,-74.1,0.0
41.33,-74.0,0.0
41.33,-73.9,0.0
41.33,-73.8,0.09159749621839494
41.33,-73.7,0.0
41.33,-73.6,0.0
41.33,-73.5,0.0
41.34,-74.6,0.0
41.34,-74.5,0.0
41.34,-74.4,0.22284117169281192
41.34,-74.3,0.2621924599234255
41.34,-74.2,0.2293658315760716
41.34,-74.1,0.23912496318869195
41.34,-74.0,0.0
41.34,-73.9,0.0
41.34,-73.8,0.09702844603547217
41.34,-73.7,0.09229605606249677
41.34,-73.6,0.0
41.35,-74.7,0.0
41.35,-74.6,0.0
41.35,-74.5,0.0
41.35,-74.4,0.0
41.35,-74.3,0.2296807744520772
41.35,-74.2,0.0
41.35,-74.1,0.0
41.35,-74.0,0.0
41.35,-73.9,0.11035126119900536
41.35,-73.8,0.09368493227467933
41.35,-73.7,0.0
41.35,-73.6,0.10769781626436198
41.36,-74.7,0.29076267274394757
41.36,-74.6,0.0
41.36,-74.5,0.0
41.36,-74.4,0.24632284748657982
41.36,-74.3,0.2299578390428051
41.36,-74.2,0.22960186830234217
41.36,-74.1,0.0
41.36,-74.0,0.0
41.36,-73.9,0.0
41.36,-73.8,0.1075982567357584
41.36,-73.7,0.09434894843520417
41.36,-73.6,0.0
41.36,-73.5,0.0
41.37,-74.7,0.0
41.37,-74.6,0.2813219063628692
41.37,-74.5,0.0
41.37,-74.4,0.0
41.37,-74.3,0.21140866389792035
41.37,-74.2,0.23325105245346095
41.37,-74.1,0.0
41.37,-74.0,0.0
41.37,-73.9,0.0
41.37,-73.8,0.092468659567409
41.37,-73.7,0.0780689522197231
41.37,-73.6,0.45918378340066096
41.38,-74.7,0.0
41.38,-74.6,0.28488623198907687
41.38,-74.5,0.0
41.38,-74.4,0.21506149385347495
41.38,-74.3,0.20223603161557277
41.38,-74.2,0.0
41.38,-74.1,0.0
41.38,-74.0,0.0
41.38,-73.9,0.0
41.38,-73.8,0.09841610247739446
41.38,-73.7,0.0965983940828095
41.38,-73.6,0.11056881161334534
41.38,-73.5,0.0
41.39,-74.7,0.0
41.39,-74.6,0.2890727148349892
41.39,-74.5,0.0
41.39,-74.4,0.25060863192808036
41.39,-74.3,0.20028538114952482
41.39,-74.2,0.0
41.39,-74.1,0.0
41.39,-74.0,0.0
41.39,-73.9,0.09650058840992704
41.39,-73.8,0.10591198418786205
41.39,-73.7,0.10353837905012282
41.39,-73.6,0.0
41.39,-73.5,0.5580319351968207
41.4,-74.7,0.0
41.4,-74.6,0.0
41.4,-74.5,0.2950228749479621
41.4,-74.4,0.2117184831994009
