lat,lng,risk,geo_4,geo_8,date
40.49,-74.3,0.0,dr5n,dr5nm6br,2020-03-29
40.5,-74.3,0.0,dr5n,dr5nmkb3,2020-03-29
40.5,-74.2,0.0,dr5n,dr5nrsc1,2020-03-29
40.51,-74.3,0.0,dr5n,dr5nmq87,2020-03-29
40.51,-74.2,0.0,dr5n,dr5nrw95,2020-03-29
40.51,-73.9,0.0,dr5q,dr5qqqee,2020-03-29
40.52,-74.3,0.0,dr5n,dr5nt22q,2020-03-29
40.52,-74.2,0.0,dr5n,dr5nx83n,2020-03-29
40.52,-74.1,0.49554344387621374,dr5q,dr5q9b6n,2020-03-29
40.53,-74.2,0.0,dr5n,dr5nxd30,2020-03-29
40.54,-74.3,0.0,dr5n,dr5ntk06,2020-03-29
40.54,-74.2,0.0,dr5n,dr5nxs14,2020-03-29
40.54,-74.1,0.0,dr5q,dr5q9u44,2020-03-29
40.55,-74.2,0.0,dr5n,dr5nxtch,2020-03-29
40.55,-74.1,0.0,dr5q,dr5q9vfh,2020-03-29
40.55,-73.9,0.4471173357528244,dr5q,dr5qwmgs,2020-03-29
40.55,-73.5,0.0,dr5w,dr5wxmyu,2020-03-29
40.56,-74.2,0.0,dr5n,dr5nxx9p,2020-03-29
40.56,-74.1,0.0,dr5q,dr5q9zdp,2020-03-29
40.56,-74.0,0.0,dr5q,dr5qspdz,2020-03-29
40.56,-73.9,0.0,dr5q,dr5qwrex,2020-03-29
40.57,-74.2,0.0,dr5n,dr5nz991,2020-03-29
40.57,-74.1,0.0,dr5q,dr5qccd1,2020-03-29
40.57,-74.0,0.0,dr5q,dr5qu1dc,2020-03-29
40.57,-73.9,0.0,dr5q,dr5qy3e9,2020-03-29
40.57,-73.8,0.6596776550850418,dr5w,dr5wb9s3,2020-03-29
40.58,-74.2,0.0,dr5n,dr5nze35,2020-03-29
40.58,-74.1,0.4672805462184348,dr5q,dr5qcg65,2020-03-29
40.58,-74.0,0.0,dr5q,dr5qu56g,2020-03-29
40.58,-73.9,0.4021305487997666,dr5q,dr5qy77e,2020-03-29
40.58,-73.8,0.0,dr5w,dr5wbek7,2020-03-29
40.58,-73.7,0.0,dr5w,dr5wfgm7,2020-03-29
40.58,-73.6,0.0,dr5w,dr5wv5q5,2020-03-29
40.59,-74.2,0.0,dr5n,dr5nzt1j,2020-03-29
40.59,-74.1,0.0,dr5q,dr5qcv4j,2020-03-29
40.59,-74.0,0.0,dr5q,dr5quj4v,2020-03-29
40.59,-73.9,0.0,dr5q,dr5qym5t,2020-03-29
40.59,-73.8,0.0,dr5w,dr5wbthm,2020-03-29
40.59,-73.7,0.0,dr5w,dr5wfvjm,2020-03-29
40.59,-73.6,0.0,dr5w,dr5wvjnj,2020-03-29
40.6,-74.2,0.0,dr5n,dr5nzx10,2020-03-29
40.6,-74.1,0.0,dr5q,dr5qcz40,2020-03-29
40.6,-74.0,0.0,dr5q,dr5qup4b,2020-03-29
40.6,-73.9,0.35122323856403065,dr5q,dr5qyr58,2020-03-29
40.6,-73.8,0.0,dr5w,dr5wbxh2,2020-03-29
40.6,-73.7,0.0,dr5w,dr5wfzj2,2020-03-29
40.6,-73.6,0.0,dr5w,dr5wvpn0,2020-03-29
40.6,-73.5,0.0,dr5w,dr5wzrnb,2020-03-29
40.61,-74.2,0.0,dr5p,dr5pp8c4,2020-03-29
40.61,-74.1,0.0,dr5r,dr5r1bf4,2020-03-29
40.61,-74.0,0.0,dr5r,dr5rh0ff,2020-03-29
40.61,-73.9,0.32206764028382073,dr5r,dr5rn2gd,2020-03-29
40.61,-73.8,0.0,dr5x,dr5x08u6,2020-03-29
40.61,-73.7,0.0,dr5x,dr5x4bv6,2020-03-29
40.61,-73.6,0.0,dr5x,dr5xj0y4,2020-03-29
40.61,-73.5,0.0,dr5x,dr5xp2yf,2020-03-29
40.61,-73.4,0.0,dr5z,dr5z18zf,2020-03-29
40.62,-74.2,0.0,dr5p,dr5ppd9h,2020-03-29
40.62,-74.1,0.0,dr5r,dr5r1fdh,2020-03-29
40.62,-74.0,0.0,dr5r,dr5rh4du,2020-03-29
40.62,-73.9,0.0,dr5r,dr5rn6es,2020-03-29
40.62,-73.8,0.0,dr5x,dr5x0dsk,2020-03-29
40.62,-73.7,0.0,dr5x,dr5x4ftk,2020-03-29
40.62,-73.6,0.32066811979733867,dr5x,dr5xj4wh,2020-03-29
40.62,-73.4,0.41112065243353213,dr5z,dr5z1dxu,2020-03-29
40.63,-74.2,0.0,dr5p,dr5pps3n,2020-03-29
40.63,-74.1,0.0,dr5r,dr5r1u6n,2020-03-29
40.63,-74.0,0.0,dr5r,dr5rhh6y,2020-03-29
40.63,-73.9,0.3180270088786264,dr5r,dr5rnk7w,2020-03-29
40.63,-73.8,0.0,dr5x,dr5x0skq,2020-03-29
40.63,-73.7,0.0,dr5x,dr5x4umq,2020-03-29
40.63,-73.6,0.0,dr5x,dr5xjhqn,2020-03-29
40.63,-73.4,0.0,dr5z,dr5z1sry,2020-03-29
40.63,-73.3,0.0,dr5z,dr5zhh2w,2020-03-29
40.63,-73.2,0.0,dr5z,dr5znk3q,2020-03-29
40.64,-74.2,0.0,dr5p,dr5ppw31,2020-03-29
40.64,-74.1,0.0,dr5r,dr5r1y61,2020-03-29
40.64,-74.0,0.0,dr5r,dr5rhn6c,2020-03-29
40.64,-73.9,0.2867487602228638,dr5r,dr5rnq79,2020-03-29
40.64,-73.8,0.0,dr5x,dr5x0wk3,2020-03-29
40.64,-73.7,0.0,dr5x,dr5x4ym3,2020-03-29
40.64,-73.6,0.0,dr5x,dr5xjnq1,2020-03-29
40.64,-73.5,0.0,dr5x,dr5xpqqc,2020-03-29
40.64,-73.4,0.0,dr5z,dr5z1wrc,2020-03-29
40.64,-73.3,0.0,dr5z,dr5zhn29,2020-03-29
40.64,-73.2,0.0,dr5z,dr5znq33,2020-03-29
40.65,-74.1,0.0,dr5r,dr5r3b45,2020-03-29
40.65,-74.0,0.44289083361817727,dr5r,dr5rk04g,2020-03-29
40.65,-73.9,0.3080661143146076,dr5r,dr5rq25e,2020-03-29
40.65,-73.8,0.43095064771237584,dr5x,dr5x28h7,2020-03-29
40.65,-73.7,0.33228448318930254,dr5x,dr5x6bj7,2020-03-29
40.65,-73.6,0.0,dr5x,dr5xm0n5,2020-03-29
40.65,-73.5,0.3155108754670559,dr5x,dr5xr2ng,2020-03-29
40.65,-73.4,0.0,dr5z,dr5z38pg,2020-03-29
40.65,-73.2,0.0,dr5z,dr5zq217,2020-03-29
40.65,-73.1,0.0,drhp,drhp2845,2020-03-29
40.66,-74.0,0.3035257380912433,dr5r,dr5rk1fv,2020-03-29
40.66,-73.9,0.2992456760916042,dr5r,dr5rq3gt,2020-03-29
40.66,-73.8,0.0,dr5x,dr5x29um,2020-03-29
40.66,-73.7,0.0,dr5x,dr5x6cvm,2020-03-29
40.66,-73.6,0.31898927520730463,dr5x,dr5xm1yj,2020-03-29
40.66,-73.5,0.0,dr5x,dr5xr3yv,2020-03-29
40.66,-73.4,0.0,dr5z,dr5z39zv,2020-03-29
40.66,-73.1,0.0,drhp,drhp29fj,2020-03-29
40.67,-74.0,0.29014336435058874,dr5r,dr5rk5dz,2020-03-29
40.67,-73.9,0.28553806829421985,dr5r,dr5rq7ex,2020-03-29
40.67,-73.8,0.4151047356796539,dr5x,dr5x2esr,2020-03-29
40.67,-73.7,0.0,dr5x,dr5x6gtr,2020-03-29
40.67,-73.6,0.27259736921572125,dr5x,dr5xm5wp,2020-03-29
40.67,-73.5,0.0,dr5x,dr5xr7wz,2020-03-29
40.67,-73.4,0.0,dr5z,dr5z3exz,2020-03-29
40.67,-73.3,0.0,dr5z,dr5zk58x,2020-03-29
40.68,-74.0,0.32417081763299777,dr5r,dr5rkjdf,2020-03-29
40.68,-73.9,0.28843373158923874,dr5r,dr5rqmed,2020-03-29
40.68,-73.8,0.0,dr5x,dr5x2ts6,2020-03-29
40.68,-73.7,0.0,dr5x,dr5x6vt6,2020-03-29
40.68,-73.6,0.2741695292444317,dr5x,dr5xmjw4,2020-03-29
40.68,-73.5,0.0,dr5x,dr5xrmwf,2020-03-29
40.68,-73.4,0.0,dr5z,dr5z3txf,2020-03-29
40.68,-73.3,0.0,dr5z,dr5zkj8d,2020-03-29
40.69,-74.0,0.3132320941971133,dr5r,dr5rkp6u,2020-03-29
40.69,-73.9,0.37193763323179535,dr5r,dr5rqr7s,2020-03-29
40.69,-73.8,0.0,dr5x,dr5x2xkk,2020-03-29
40.69,-73.7,0.0,dr5x,dr5x6zmk,2020-03-29
40.69,-73.6,0.27841889445947693,dr5x,dr5xmpqh,2020-03-29
40.69,-73.5,0.0,dr5x,dr5xrrqu,2020-03-29
40.69,-73.4,0.0,dr5z,dr5z3xru,2020-03-29
40.69,-73.3,0.0,dr5z,dr5zkp2s,2020-03-29
40.7,-74.0,0.32094724637215294,dr5r,dr5rs14y,2020-03-29
40.7,-73.9,0.0,dr5r,dr5rw35w,2020-03-29
40.7,-73.8,0.0,dr5x,dr5x89hq,2020-03-29
40.7,-73.7,0.0,dr5x,dr5xdcjq,2020-03-29
40.7,-73.6,0.24129729470386402,dr5x,dr5xt1nn,2020-03-29
40.7,-73.5,0.30777435406501175,dr5x,dr5xx3ny,2020-03-29
40.7,-73.4,0.0,dr5z,dr5z99py,2020-03-29
40.7,-73.3,0.0,dr5z,dr5zs10w,2020-03-29
40.7,-73.2,0.0,dr5z,dr5zw31q,2020-03-29
40.71,-74.0,0.42833991541933925,dr5r,dr5rs54b,2020-03-29
40.71,-73.9,0.3512016473366657,dr5r,dr5rw758,2020-03-29
40.71,-73.8,0.0,dr5x,dr5x8eh2,2020-03-29
40.71,-73.7,0.0,dr5x,dr5xdgj2,2020-03-29
40.71,-73.6,0.27873166157046786,dr5x,dr5xt5n0,2020-03-29
40.71,-73.5,0.28578267775901406,dr5x,dr5xx7nb,2020-03-29
40.71,-73.4,0.0,dr5z,dr5z9epb,2020-03-29
40.71,-73.3,0.0,dr5z,dr5zs508,2020-03-29
40.71,-73.2,0.0,dr5z,dr5zw712,2020-03-29
40.72,-74.0,0.0,dr5r,dr5rshfg,2020-03-29
40.72,-73.9,0.39700739672952795,dr5r,dr5rwkge,2020-03-29
40.72,-73.8,0.0,dr5x,dr5x8su7,2020-03-29
40.72,-73.7,0.3303810566471264,dr5x,dr5xduv7,2020-03-29
40.72,-73.6,0.25757827675151795,dr5x,dr5xthy5,2020-03-29
40.72,-73.5,0.2934779757801569,dr5x,dr5xxkyg,2020-03-29
40.72,-73.4,0.0,dr5z,dr5z9szg,2020-03-29
40.72,-73.3,0.0,dr5z,dr5zshbe,2020-03-29
40.72,-73.2,0.0,dr5z,dr5zwkc7,2020-03-29
40.72,-73.1,0.0,drhp,drhp8sf5,2020-03-29
40.73,-74.0,0.0,dr5r,dr5rsndv,2020-03-29
40.73,-73.9,0.0,dr5r,dr5rwqet,2020-03-29
40.73,-73.8,0.0,dr5x,dr5x8wsm,2020-03-29
40.73,-73.7,0.0,dr5x,dr5xdytm,2020-03-29
40.73,-73.6,0.29624807842408307,dr5x,dr5xtnwj,2020-03-29
40.73,-73.5,0.0,dr5x,dr5xxqwv,2020-03-29
40.73,-73.4,0.0,dr5z,dr5z9wxv,2020-03-29
40.73,-73.3,0.0,dr5z,dr5zsn8t,2020-03-29
40.73,-73.2,0.0,dr5z,dr5zwq9m,2020-03-29
40.73,-73.1,0.0,drhp,drhp8wdj,2020-03-29
40.73,-73.0,0.34578006777608816,drhp,drhpdyej,2020-03-29
40.73,-72.9,0.0,drhp,drhptnev,2020-03-29
40.74,-74.0,0.0,dr5r,dr5ru06z,2020-03-29
40.74,-73.9,0.0,dr5r,dr5ry27x,2020-03-29
40.74,-73.8,0.0,dr5x,dr5xb8kr,2020-03-29
40.74,-73.7,0.27944392213015457,dr5x,dr5xfbmr,2020-03-29
40.74,-73.6,0.3142062144693395,dr5x,dr5xv0qp,2020-03-29
40.74,-73.5,0.27134953406950774,dr5x,dr5xz2qz,2020-03-29
40.74,-73.4,0.0,dr5z,dr5zc8rz,2020-03-29
40.74,-73.3,0.0,dr5z,dr5zu02x,2020-03-29
40.74,-73.2,0.0,dr5z,dr5zy23r,2020-03-29
40.74,-73.1,0.0,drhp,drhpb86p,2020-03-29
40.74,-73.0,0.0,drhp,drhpfb7p,2020-03-29
40.74,-72.9,0.0,drhp,drhpv07z,2020-03-29
40.75,-74.0,0.0,dr5r,dr5ru46c,2020-03-29
40.75,-73.9,0.0,dr5r,dr5ry679,2020-03-29
40.75,-73.8,0.0,dr5x,dr5xbdk3,2020-03-29
40.75,-73.7,0.0,dr5x,dr5xffm3,2020-03-29
40.75,-73.6,0.2744306668873531,dr5x,dr5xv4q1,2020-03-29
40.75,-73.5,0.30068728918384874,dr5x,dr5xz6qc,2020-03-29
40.75,-73.4,0.0,dr5z,dr5zcdrc,2020-03-29
40.75,-73.3,0.0,dr5z,dr5zu429,2020-03-29
40.75,-73.2,0.0,dr5z,dr5zy633,2020-03-29
40.75,-73.1,0.0,drhp,drhpbd61,2020-03-29
40.75,-73.0,0.0,drhp,drhpff71,2020-03-29
40.75,-72.9,0.301150862191085,drhp,drhpv47c,2020-03-29
40.75,-72.8,0.28971524649523483,drhp,drhpz6k9,2020-03-29
40.76,-74.0,0.0,dr5r,dr5ruh4u,2020-03-29
40.76,-73.9,0.0,dr5r,dr5ryk5s,2020-03-29
40.76,-73.8,0.0,dr5x,dr5xbshk,2020-03-29
40.76,-73.7,0.0,dr5x,dr5xfujk,2020-03-29
40.76,-73.6,0.25434780126608464,dr5x,dr5xvhnh,2020-03-29
40.76,-73.5,0.3219809037691102,dr5x,dr5xzknu,2020-03-29
40.76,-73.4,0.0,dr5z,dr5zcspu,2020-03-29
40.76,-73.3,0.0,dr5z,dr5zuh0s,2020-03-29
40.76,-73.2,0.0,dr5z,dr5zyk1k,2020-03-29
40.76,-73.1,0.0,drhp,drhpbs4h,2020-03-29
40.76,-73.0,0.0,drhp,drhpfu5h,2020-03-29
40.76,-72.9,0.0,drhp,drhpvh5u,2020-03-29
40.76,-72.8,0.2863872991333205,drhp,drhpzkhs,2020-03-29
40.77,-74.0,0.0,dr5r,dr5rujfy,2020-03-29
40.77,-73.9,0.0,dr5r,dr5rymgw,2020-03-29
40.77,-73.8,0.0,dr5x,dr5xbtuq,2020-03-29
40.77,-73.7,0.28985692892391796,dr5x,dr5xfvvq,2020-03-29
40.77,-73.6,0.2526745619048257,dr5x,dr5xvjyn,2020-03-29
40.77,-73.5,0.34597639782667633,dr5x,dr5xzmyy,2020-03-29
40.77,-73.4,0.0,dr5z,dr5zctzy,2020-03-29
40.77,-73.3,0.0,dr5z,dr5zujbw,2020-03-29
40.77,-73.2,0.0,dr5z,dr5zymcq,2020-03-29
40.77,-73.1,0.0,drhp,drhpbtfn,2020-03-29
40.77,-73.0,0.0,drhp,drhpfvgn,2020-03-29
40.77,-72.9,0.0,drhp,drhpvjgy,2020-03-29
40.77,-72.8,0.0,drhp,drhpzmuw,2020-03-29
40.77,-72.7,0.0,drhr,drhrctvq,2020-03-29
40.78,-74.0,0.0,dr5r,dr5rupfb,2020-03-29
40.78,-73.9,0.0,dr5r,dr5ryrg8,2020-03-29
40.78,-73.8,0.0,dr5x,dr5xbxu2,2020-03-29
40.78,-73.7,0.0,dr5x,dr5xfzv2,2020-03-29
40.78,-73.6,0.30752051161856453,dr5x,dr5xvpy0,2020-03-29
40.78,-73.5,0.28984125998060395,dr5x,dr5xzryb,2020-03-29
40.78,-73.4,0.0,dr5z,dr5zcxzb,2020-03-29
40.78,-73.3,0.0,dr5z,dr5zupb8,2020-03-29
40.78,-73.2,0.0,dr5z,dr5zyrc2,2020-03-29
40.78,-73.1,0.0,drhp,drhpbxf0,2020-03-29
40.78,-73.0,0.0,drhp,drhpfzg0,2020-03-29
40.78,-72.9,0.2823710111869632,drhp,drhpvpgb,2020-03-29
40.78,-72.8,0.32831354335828505,drhp,drhpzru8,2020-03-29
40.78,-72.7,0.0,drhr,drhrcxv2,2020-03-29
40.79,-74.0,0.0,dr72,dr72h1df,2020-03-29
40.79,-73.9,0.0,dr72,dr72n3ed,2020-03-29
40.79,-73.8,0.0,dr78,dr7809s6,2020-03-29
40.79,-73.7,0.0,dr78,dr784ct6,2020-03-29
40.79,-73.6,0.2494783938724141,dr78,dr78j1w4,2020-03-29
40.79,-73.5,0.2840565875804801,dr78,dr78p3wf,2020-03-29
40.79,-73.4,0.0,dr7b,dr7b19xf,2020-03-29
40.79,-73.3,0.0,dr7b,dr7bh18d,2020-03-29
40.79,-73.2,0.0,dr7b,dr7bn396,2020-03-29
40.79,-73.1,0.0,drk0,drk009d4,2020-03-29
40.79,-73.0,0.0,drk0,drk04ce4,2020-03-29
40.79,-72.9,0.28808201742578393,drk0,drk0j1ef,2020-03-29
40.79,-72.8,0.2981326244971705,drk0,drk0p3sd,2020-03-29
40.79,-72.7,0.3480513053970105,drk2,drk219t6,2020-03-29
40.79,-72.6,0.0,drk2,drk25cw6,2020-03-29
40.8,-74.0,0.0,dr72,dr72h56v,2020-03-29
40.8,-73.9,0.0,dr72,dr72n77t,2020-03-29
40.8,-73.8,0.0,dr78,dr780ekm,2020-03-29
40.8,-73.7,0.0,dr78,dr784gmm,2020-03-29
40.8,-73.6,0.3189424446741913,dr78,dr78j5qj,2020-03-29
40.8,-73.5,0.3392395240795361,dr78,dr78p7qv,2020-03-29
40.8,-73.4,0.0,dr7b,dr7b1erv,2020-03-29
40.8,-73.3,0.0,dr7b,dr7bh52t,2020-03-29
40.8,-73.2,0.0,dr7b,dr7bn73m,2020-03-29
40.8,-73.1,0.0,drk0,drk00e6j,2020-03-29
40.8,-73.0,0.0,drk0,drk04g7j,2020-03-29
40.8,-72.9,0.24791637388213697,drk0,drk0j57v,2020-03-29
40.8,-72.8,0.0,drk0,drk0p7kt,2020-03-29
40.8,-72.7,0.3025005729691276,drk2,drk21emm,2020-03-29
40.8,-72.6,0.45148696433599494,drk2,drk25gqm,2020-03-29
40.81,-74.0,0.0,dr72,dr72hj4z,2020-03-29
40.81,-73.9,0.0,dr72,dr72nm5x,2020-03-29
40.81,-73.8,0.0,dr78,dr780thr,2020-03-29
40.81,-73.7,0.0,dr78,dr784vjr,2020-03-29
40.81,-73.6,0.33713424589049323,dr78,dr78jjnp,2020-03-29
40.81,-73.5,0.31666248630410626,dr78,dr78pmnz,2020-03-29
40.81,-73.4,0.0,dr7b,dr7b1tpz,2020-03-29
40.81,-73.3,0.0,dr7b,dr7bhj0x,2020-03-29
40.81,-73.2,0.0,dr7b,dr7bnm1r,2020-03-29
40.81,-73.1,0.0,drk0,drk00t4p,2020-03-29
40.81,-73.0,0.0,drk0,drk04v5p,2020-03-29
40.81,-72.9,0.29556428830598935,drk0,drk0jj5z,2020-03-29
40.81,-72.8,0.25781122319749783,drk0,drk0pmhx,2020-03-29
40.81,-72.7,0.3038674470785768,drk2,drk21tjr,2020-03-29
40.81,-72.6,0.33752282671798506,drk2,drk25vnr,2020-03-29
40.82,-74.0,0.0,dr72,dr72hp4c,2020-03-29
40.82,-73.9,0.0,dr72,dr72nr59,2020-03-29
40.82,-73.8,0.0,dr78,dr780xh3,2020-03-29
40.82,-73.7,0.0,dr78,dr784zj3,2020-03-29
40.82,-73.6,0.0,dr78,dr78jpn1,2020-03-29
40.82,-73.5,0.0,dr78,dr78prnc,2020-03-29
40.82,-73.4,0.0,dr7b,dr7b1xpc,2020-03-29
40.82,-73.3,0.0,dr7b,dr7bhp09,2020-03-29
40.82,-73.2,0.0,dr7b,dr7bnr13,2020-03-29
40.82,-73.1,0.0,drk0,drk00x41,2020-03-29
40.82,-73.0,0.0,drk0,drk04z51,2020-03-29
40.82,-72.9,0.30050469895504456,drk0,drk0jp5c,2020-03-29
40.82,-72.8,0.33140826067333035,drk0,drk0prh9,2020-03-29
40.82,-72.7,0.28985189014128826,drk2,drk21xj3,2020-03-29
40.82,-72.6,0.0,drk2,drk25zn3,2020-03-29
40.83,-74.0,0.0,dr72,dr72k0fg,2020-03-29
40.83,-73.9,0.0,dr72,dr72q2ge,2020-03-29
40.83,-73.8,0.10483572514562217,dr78,dr7828u7,2020-03-29
40.83,-73.7,0.0,dr78,dr786bv7,2020-03-29
40.83,-73.6,0.28721970154395754,dr78,dr78m0y5,2020-03-29
40.83,-73.5,0.0,dr78,dr78r2yg,2020-03-29
40.83,-73.4,0.0,dr7b,dr7b38zg,2020-03-29
40.83,-73.3,0.0,dr7b,dr7bk0be,2020-03-29
40.83,-73.2,0.0,dr7b,dr7bq2c7,2020-03-29
40.83,-73.1,0.0,drk0,drk028f5,2020-03-29
40.83,-73.0,0.0,drk0,drk06bg5,2020-03-29
40.83,-72.9,0.3111877731824444,drk0,drk0m0gg,2020-03-29
40.83,-72.8,0.31529519148835466,drk0,drk0r2ue,2020-03-29
40.83,-72.7,0.2933315444723039,drk2,drk238v7,2020-03-29
40.83,-72.6,0.0,drk2,drk27by7,2020-03-29
40.83,-72.5,0.0,drk2,drk2q0z5,2020-03-29
40.84,-74.0,0.0,dr72,dr72k4dy,2020-03-29
40.84,-73.9,0.0,dr72,dr72q6ew,2020-03-29
40.84,-73.8,0.0,dr78,dr782dsq,2020-03-29
40.84,-73.7,0.0,dr78,dr786ftq,2020-03-29
40.84,-73.6,0.3021894082032956,dr78,dr78m4wn,2020-03-29
40.84,-73.5,0.0,dr78,dr78r6wy,2020-03-29
40.84,-73.4,0.0,dr7b,dr7b3dxy,2020-03-29
40.84,-73.3,0.0,dr7b,dr7bk48w,2020-03-29
40.84,-73.2,0.0,dr7b,dr7bq69q,2020-03-29
40.84,-73.1,0.0,drk0,drk02ddn,2020-03-29
40.84,-73.0,0.3117646044677599,drk0,drk06fen,2020-03-29
40.84,-72.9,0.3045348488353705,drk0,drk0m4ey,2020-03-29
40.84,-72.8,0.2790357695682348,drk0,drk0r6sw,2020-03-29
40.84,-72.7,0.0,drk2,drk23dtq,2020-03-29
40.84,-72.6,0.0,drk2,drk27fwq,2020-03-29
40.84,-72.5,0.0,drk2,drk2q4xn,2020-03-29
40.85,-74.0,0.11051849966421634,dr72,dr72khdb,2020-03-29
40.85,-73.9,0.0,dr72,dr72qke8,2020-03-29
40.85,-73.8,0.0,dr78,dr782ss2,2020-03-29
40.85,-73.7,0.08492094163053857,dr78,dr786ut2,2020-03-29
40.85,-73.6,0.0,dr78,dr78mhw0,2020-03-29
40.85,-73.5,0.0,dr78,dr78rkwb,2020-03-29
40.85,-73.4,0.0,dr7b,dr7b3sxb,2020-03-29
40.85,-73.3,0.0,dr7b,dr7bkh88,2020-03-29
40.85,-73.2,0.0,dr7b,dr7bqk92,2020-03-29
40.85,-73.1,0.0,drk0,drk02sd0,2020-03-29
40.85,-73.0,0.26951361405554497,drk0,drk06ue0,2020-03-29
40.85,-72.9,0.3148493987691051,drk0,drk0mheb,2020-03-29
40.85,-72.8,0.31626668441593864,drk0,drk0rks8,2020-03-29
40.85,-72.7,0.27969748188911103,drk2,drk23st2,2020-03-29
40.85,-72.6,0.0,drk2,drk27uw2,2020-03-29
40.85,-72.5,0.0,drk2,drk2qhx0,2020-03-29
40.85,-72.4,0.0,drk8,drk82kxb,2020-03-29
40.86,-73.9,0.0,dr72,dr72qq7d,2020-03-29
40.86,-73.8,0.07849018744700394,dr78,dr782wk6,2020-03-29
40.86,-73.7,0.08313936808775692,dr78,dr786ym6,2020-03-29
40.86,-73.6,0.0,dr78,dr78mnq4,2020-03-29
40.86,-73.5,0.0,dr78,dr78rqqf,2020-03-29
40.86,-73.4,0.0,dr7b,dr7b3wrf,2020-03-29
40.86,-73.3,0.0,dr7b,dr7bkn2d,2020-03-29
40.86,-73.2,0.0,dr7b,dr7bqq36,2020-03-29
40.86,-73.1,0.0,drk0,drk02w64,2020-03-29
40.86,-73.0,0.28255959984414913,drk0,drk06y74,2020-03-29
40.86,-72.9,0.2248732237460788,drk0,drk0mn7f,2020-03-29
40.86,-72.8,0.28484770090226713,drk0,drk0rqkd,2020-03-29
40.86,-72.7,0.3057624306018537,drk2,drk23wm6,2020-03-29
40.86,-72.6,0.0,drk2,drk27yq6,2020-03-29
40.86,-72.5,0.0,drk2,drk2qnr4,2020-03-29
40.86,-72.4,0.0,drk8,drk82qrf,2020-03-29
40.87,-73.9,0.0,dr72,dr72w25t,2020-03-29
40.87,-73.8,0.06372979953325401,dr78,dr7888hm,2020-03-29
40.87,-73.7,0.0,dr78,dr78dbjm,2020-03-29
40.87,-73.6,0.0,dr78,dr78t0nj,2020-03-29
40.87,-73.5,0.0,dr78,dr78x2nv,2020-03-29
40.87,-73.4,0.0,dr7b,dr7b98pv,2020-03-29
40.87,-73.3,0.0,dr7b,dr7bs00t,2020-03-29
40.87,-73.2,0.0,dr7b,dr7bw21m,2020-03-29
40.87,-73.1,0.0,drk0,drk0884j,2020-03-29
40.87,-73.0,0.0,drk0,drk0db5j,2020-03-29
40.87,-72.9,0.22216273759777858,drk0,drk0t05v,2020-03-29
40.87,-72.8,0.0,drk0,drk0x2ht,2020-03-29
40.87,-72.6,0.0,drk2,drk2ebnm,2020-03-29
40.87,-72.5,0.0,drk2,drk2w0pj,2020-03-29
40.87,-72.4,0.0,drk8,drk882pv,2020-03-29
40.88,-73.9,0.0,dr72,dr72w3gx,2020-03-29
40.88,-73.8,0.07542027692044248,dr78,dr7889ur,2020-03-29
40.88,-73.7,0.0,dr78,dr78dcvr,2020-03-29
40.88,-73.6,0.0,dr78,dr78t1yp,2020-03-29
40.88,-73.5,0.0,dr78,dr78x3yz,2020-03-29
40.88,-73.4,0.0,dr7b,dr7b99zz,2020-03-29
40.88,-73.3,0.0,dr7b,dr7bs1bx,2020-03-29
40.88,-73.2,0.0,dr7b,dr7bw3cr,2020-03-29
40.88,-73.1,0.0,drk0,drk089fp,2020-03-29
40.88,-73.0,0.0,drk0,drk0dcgp,2020-03-29
40.88,-72.9,0.2909999447837392,drk0,drk0t1gz,2020-03-29
40.88,-72.8,0.35868669044044243,drk0,drk0x3ux,2020-03-29
40.88,-72.7,0.29169242750187285,drk2,drk299vr,2020-03-29
40.88,-72.6,0.0,drk2,drk2ecyr,2020-03-29
40.88,-72.5,0.0,drk2,drk2w1zp,2020-03-29
40.88,-72.4,0.0,drk8,drk883zz,2020-03-29
40.89,-73.9,0.0,dr72,dr72w7g9,2020-03-29
40.89,-73.8,0.06684387850155987,dr78,dr788eu3,2020-03-29
40.89,-73.6,0.0,dr78,dr78t5y1,2020-03-29
40.89,-73.5,0.0,dr78,dr78x7yc,2020-03-29
40.89,-73.4,0.0,dr7b,dr7b9ezc,2020-03-29
40.89,-73.3,0.0,dr7b,dr7bs5b9,2020-03-29
40.89,-73.2,0.0,dr7b,dr7bw7c3,2020-03-29
40.89,-73.1,0.0,drk0,drk08ef1,2020-03-29
40.89,-73.0,0.0,drk0,drk0dgg1,2020-03-29
40.89,-72.9,0.2599676161755997,drk0,drk0t5gc,2020-03-29
40.89,-72.8,0.211438817048512,drk0,drk0x7u9,2020-03-29
40.89,-72.7,0.0,drk2,drk29ev3,2020-03-29
40.89,-72.6,0.0,drk2,drk2egy3,2020-03-29
40.89,-72.5,0.0,drk2,drk2w5z1,2020-03-29
40.89,-72.4,0.0,drk8,drk887zc,2020-03-29
40.89,-72.3,0.0,drk8,drk8dgb9,2020-03-29
40.9,-73.9,0.0,dr72,dr72wmee,2020-03-29
40.9,-73.8,0.06479915627959712,dr78,dr788ts7,2020-03-29
40.9,-73.7,0.0,dr78,dr78dvt7,2020-03-29
40.9,-73.6,0.0,dr78,dr78tjw5,2020-03-29
40.9,-73.5,0.0,dr78,dr78xmwg,2020-03-29
40.9,-73.4,0.0,dr7b,dr7b9txg,2020-03-29
