lat,lon,dist_km
40.8,-73.8,8.423307967223806
40.8,-73.7,9.503441123009948
40.8,-73.6,13.716080631112199
40.8,-73.5,16.46260063976173
40.8,-73.4,14.727016663629824
40.8,-73.3,10.801802602432542
40.8,-73.2,9.991391627440674
40.8,-73.1,12.24352828180182
40.8,-73.0,13.444905152878377
40.8,-72.9,9.869487175336367
40.8,-72.8,2.384143819425676
40.8,-72.7,17.380320807308433
40.8,-72.6,76.10229272018307
40.81,-74.0,4.739299572299089
40.81,-73.9,5.626896812819525
40.81,-73.8,6.797252432451717
40.81,-73.7,9.828427692618149
40.81,-73.6,16.155388161265293
40.81,-73.5,13.435911225556142
40.81,-73.4,6.027351983628935
40.81,-73.3,15.717323849287302
40.81,-73.2,13.988301450896625
40.81,-73.1,17.841692942906537
40.81,-73.0,13.215170009550064
40.81,-72.9,16.193397125824237
40.81,-72.8,10.955459600225451
40.81,-72.7,17.623708794471412
40.81,-72.6,24.747472944200286
40.82,-74.0,5.094106359586909
40.82,-73.9,5.096511873729643
40.82,-73.8,9.108257215206091
40.82,-73.7,10.808294658709565
40.82,-73.6,7.7945391999818705
40.82,-73.5,9.662833797586723
40.82,-73.4,10.041767388642707
40.82,-73.3,14.04467193148295
40.82,-73.2,13.156963917763054
40.82,-73.1,12.846180765486517
40.82,-73.0,9.88709894482168
40.82,-72.9,17.030633636854176
40.82,-72.8,23.276033701681207
40.82,-72.7,15.27367900732714
40.82,-72.6,12.00716784986395
40.83,-74.0,5.029963282739456
40.83,-73.9,4.1073591619700265
40.83,-73.8,17.560393280661586
40.83,-73.7,4.717325885581881
40.83,-73.6,10.26265774068767
40.83,-73.5,10.675324709793346
40.83,-73.4,11.209243496543213
40.83,-73.3,11.237835852487612
40.83,-73.2,10.587331058841642
40.83,-73.1,11.225692260630998
40.83,-73.0,10.908941951319957
40.83,-72.9,18.983094041771686
40.83,-72.8,19.788846488992228
40.83,-72.7,15.827885882411222
40.83,-72.6,13.436713500401588
40.83,-72.5,0.0
40.84,-74.0,3.3314984256438938
40.84,-73.9,4.926750041628813
40.84,-73.8,7.171583360138553
40.84,-73.7,5.618624869495141
40.84,-73.6,11.777671986131228
40.84,-73.5,10.682544471805679
40.84,-73.4,7.370465650578243
40.84,-73.3,9.476076945131185
40.84,-73.2,11.28408519881623
40.84,-73.1,12.607397880900788
40.84,-73.0,19.09433774555956
40.84,-72.9,17.743715878956785
40.84,-72.8,13.664859695183326
40.84,-72.7,11.202022036657603
40.84,-72.6,7.700952861455699
40.84,-72.5,11.302321239822819
40.85,-74.0,20.744669246706884
40.85,-73.9,5.68521945834112
40.85,-73.8,5.167300286977149
40.85,-73.7,9.656241779887798
40.85,-73.6,9.426752309604252
40.85,-73.5,6.837423866574936
40.85,-73.4,10.785655982378982
40.85,-73.3,11.268076800214219
40.85,-73.2,13.895705410432637
40.85,-73.1,14.655682002167
40.85,-73.0,12.38068750546013
40.85,-72.9,19.699846506040732
40.85,-72.8,19.984127375811653
40.85,-72.7,13.75854869397059
40.85,-72.6,9.416552622669123
40.85,-72.5,0.8328847449736296
40.85,-72.4,18.126570660220537
40.86,-73.9,4.435393487302689
40.86,-73.8,7.90814639567177
40.86,-73.7,9.140182069804517
40.86,-73.6,6.340613991712785
40.86,-73.5,13.075782250384036
40.86,-73.4,9.29842690714714
40.86,-73.3,9.129054404204208
40.86,-73.2,13.279633548059179
40.86,-73.1,10.69657848772365
40.86,-73.0,14.170726048554892
40.86,-72.9,7.707555509796491
40.86,-72.8,14.508502958838944
40.86,-72.7,17.966473182539872
40.86,-72.6,12.589289630284357
40.86,-72.5,23.385347039999452
40.86,-72.4,2.8540548625446176
40.87,-73.9,3.767048470051085
40.87,-73.8,4.904404549951923
40.87,-73.7,6.01291370049494
40.87,-73.6,10.291896097535007
40.87,-73.5,14.616598641607471
40.87,-73.4,14.368557764521476
40.87,-73.3,15.105209066487754
40.87,-73.2,12.301762207424042
40.87,-73.1,12.15559847800702
40.87,-73.0,1.7837480790610005
40.87,-72.9,7.483348520608656
40.87,-72.8,3.9463926730791483
40.87,-72.6,13.300023226908959
40.87,-72.5,7.879466786022314
40.87,-72.4,14.79475021272633
40.88,-73.9,4.914460887860763
40.88,-73.8,7.177851780197216
40.88,-73.7,0.0
40.88,-73.6,9.48233145140952
40.88,-73.5,14.124065751958332
40.88,-73.4,11.62500589409816
40.88,-73.3,11.7770615584234
40.88,-73.2,11.000564424671188
40.88,-73.1,9.281082524713991
40.88,-73.0,9.013349955172403
40.88,-72.9,15.454482834764379
40.88,-72.8,30.564042025015237
40.88,-72.7,15.564509769943328
40.88,-72.6,0.0
40.88,-72.5,8.768716187122319
40.88,-72.4,4.529550327544146
40.89,-73.9,4.782097821982683
40.89,-73.8,5.4395969588227855
40.89,-73.6,10.242903640896081
40.89,-73.5,7.264478545209689
40.89,-73.4,13.262018514039726
40.89,-73.3,12.042496201737185
40.89,-73.2,11.1546818232453
40.89,-73.1,13.474806857244603
40.89,-73.0,10.070322261060776
40.89,-72.9,11.206166534760488
40.89,-72.8,6.651469335814899
40.89,-72.7,9.164733956329538
40.89,-72.6,4.145940184842466
40.89,-72.5,13.402274285972513
40.89,-72.4,23.455898994641565
40.89,-72.3,8.427490180795516
40.9,-73.9,5.551111040483335
40.9,-73.8,5.082975774249535
40.9,-73.7,0.0
40.9,-73.6,5.906729636042258
40.9,-73.5,15.605736623708092
40.9,-73.4,12.548217408167053
40.9,-73.3,9.403490063752695
40.9,-73.2,20.917745650479215
40.9,-73.1,10.790870681473226
40.9,-73.0,13.591329029713389
40.9,-72.9,7.5780114133821455
40.9,-72.8,8.711569799409142
40.9,-72.7,9.357348049420557
40.9,-72.6,4.777282192772473
40.9,-72.5,19.248730320430433
40.9,-72.4,9.094993955944714
40.9,-72.3,8.452630762245327
40.91,-73.9,8.217254055298215
40.91,-73.8,13.464122780137822
40.91,-73.6,11.492621744564168
40.91,-73.5,8.0036389546141
40.91,-73.4,7.391821988240776
40.91,-73.3,13.902114564113518
40.91,-73.2,20.179615241916714
40.91,-73.1,8.323111676119977
40.91,-73.0,14.24096695397738
40.91,-72.9,28.75607436459424
40.91,-72.8,9.866808401290063
40.91,-72.7,10.209229933517651
40.91,-72.6,10.381999722883696
40.91,-72.5,60.05458332275201
40.91,-72.4,5.493271164927605
40.91,-72.3,31.386170138416503
40.92,-73.9,6.268574481399553
40.92,-73.8,5.91293606095348
40.92,-73.7,3.4760381978059867
40.92,-73.6,8.615681211650456
40.92,-73.5,7.731706608119167
40.92,-73.4,4.9042848022091015
40.92,-73.3,9.782462845144194
40.92,-73.2,7.640966288289126
40.92,-73.1,7.804522793086847
40.92,-73.0,12.007275910239901
40.92,-72.9,12.242643974192442
40.92,-72.8,15.228591781166196
40.92,-72.7,9.058629625556327
40.92,-72.6,17.462404393263437
40.92,-72.4,18.070395706555804
40.92,-72.3,12.808771083485125
40.93,-73.9,13.685257528254064
40.93,-73.8,6.9528384027813
40.93,-73.7,15.610982254558479
40.93,-73.5,16.529567158487477
40.93,-73.4,16.71110673388579
40.93,-73.3,10.05282682461589
40.93,-73.1,11.05202314216048
40.93,-73.0,9.440249805510664
40.93,-72.9,14.039892362831198
40.93,-72.8,18.90398918054153
40.93,-72.7,17.832206964735736
40.93,-72.6,8.835514143309913
40.93,-72.4,5.454557497344907
40.93,-72.3,16.50033606420387
40.93,-72.2,2.7763259540327336
40.94,-73.9,7.226074704113698
40.94,-73.8,6.42520324682047
40.94,-73.7,8.226711422316951
40.94,-73.5,8.870003659025416
40.94,-73.4,13.114976751093131
40.94,-73.2,16.717437086297164
40.94,-73.1,9.096102810673472
40.94,-73.0,11.779523909160087
40.94,-72.9,8.027510842846652
40.94,-72.8,13.765575223026412
40.94,-72.7,12.35975035060151
40.94,-72.6,11.537394111405717
40.94,-72.4,16.88557554679618
40.94,-72.3,23.365147661438105
40.94,-72.2,8.933876956885138
40.95,-73.9,5.239005542879714
40.95,-73.8,8.457580074913135
40.95,-73.7,13.27739152790307
40.95,-73.6,0.0
40.95,-73.4,27.955100170520776
40.95,-73.1,11.23601017775658
40.95,-73.0,13.120210934234938
40.95,-72.9,14.185786339060384
40.95,-72.8,15.461214005321237
40.95,-72.7,8.719131195998129
40.95,-72.6,7.449159087614699
40.95,-72.5,0.0
40.95,-72.4,26.314078041780405
40.95,-72.3,11.439317508886713
40.95,-72.2,14.031171609428686
40.96,-73.9,7.295000835601887
40.96,-73.8,8.878351243942475
40.96,-73.7,9.671095737152136
40.96,-73.6,0.0
40.96,-73.1,13.002160114226601
40.96,-73.0,11.424018707332936
40.96,-72.9,14.708819935421683
40.96,-72.8,14.218645152653414
40.96,-72.7,8.49216347305363
40.96,-72.6,18.227363318425017
40.96,-72.5,8.552763603562704
40.96,-72.4,5.719970547000269
40.96,-72.3,0.0
40.96,-72.2,22.207754766145943
40.97,-73.9,12.15255715665787
40.97,-73.8,7.042752059827457
40.97,-73.7,7.53626543337643
40.97,-73.4,0.0
40.97,-73.2,23.32077289842744
40.97,-73.1,9.302657985618504
40.97,-73.0,10.736813023316008
40.97,-72.9,18.189536362165818
40.97,-72.8,23.04159748009725
40.97,-72.7,16.91122966865637
40.97,-72.6,6.266286332170035
40.97,-72.5,4.2051199873280956
40.97,-72.4,1.6657868772719564
40.97,-72.3,7.006009361472245
40.97,-72.2,5.727197144128658
40.97,-72.1,14.592805983081579
40.98,-73.9,10.925436361206785
40.98,-73.8,9.22153670023239
40.98,-73.7,9.125203617692689
40.98,-73.2,0.0
40.98,-72.7,26.146513203315255
40.98,-72.6,27.43097548013534
40.98,-72.5,22.802812910256456
40.98,-72.4,0.0
40.98,-72.3,5.862478822814653
40.98,-72.2,15.58068189520394
40.98,-72.1,17.528209395183893
40.99,-73.9,10.719330603925373
40.99,-73.8,5.083216722103983
40.99,-73.7,14.061004762692344
40.99,-73.3,0.0
40.99,-73.1,20.806983772922298
40.99,-72.6,3.5788098779286734
40.99,-72.5,8.386392267610919
40.99,-72.4,20.456735701521573
40.99,-72.3,14.793700972497936
40.99,-72.2,5.902478003812676
40.99,-72.1,39.192196378180604
41.0,-73.9,8.488337971960265
41.0,-73.8,8.724514172014857
41.0,-73.7,7.810906016737209
41.0,-73.0,0.0
41.0,-72.7,0.0
41.0,-72.6,13.430925991008584
41.0,-72.5,16.23863203172161
41.0,-72.4,0.0
41.0,-72.3,9.147540727489794
41.0,-72.2,8.92983624438301
41.0,-72.1,0.0
41.01,-73.9,7.532403579695172
41.01,-73.8,6.8019287529387595
41.01,-73.7,10.047358351433706
41.01,-72.6,0.0
41.01,-72.5,10.027564917853077
41.01,-72.4,27.776758822059985
41.01,-72.3,3.81618374220423
41.01,-72.2,8.050253930280748
41.01,-72.1,43.53324653299462
41.01,-72.0,0.0
41.02,-74.0,5.4480735785574375
41.02,-73.9,10.0380444642069
41.02,-73.8,5.68050500890512
41.02,-73.7,4.488719742947633
41.02,-72.5,1.0884829867622319
41.02,-72.3,11.843835138756676
41.02,-72.2,27.1457304475352
41.02,-72.0,9.131488011604587
41.03,-74.0,7.75258713912442
41.03,-73.9,15.610986313831027
41.03,-73.8,12.105373678060154
41.03,-73.7,14.69894777492963
41.03,-72.5,25.851408593616025
41.03,-72.4,3.5412087716174665
41.03,-72.3,18.912685081769197
41.03,-72.2,7.952179401286362
41.03,-72.0,25.664580047574905
41.03,-71.9,16.430484622552434
41.04,-74.0,7.644229573630272
41.04,-73.9,8.056602941136846
41.04,-73.8,12.626920599843345
41.04,-73.7,5.4846125116089475
41.04,-72.5,11.82761631249236
41.04,-72.4,23.439083496544924
41.04,-72.3,3.818205203311866
41.04,-72.2,7.095501037427108
41.04,-72.1,16.85475511250027
41.04,-72.0,11.171463134846446
41.04,-71.9,7.416867067965948
41.05,-74.0,8.056625724493731
41.05,-73.9,10.398253661130548
41.05,-73.8,8.404349444212611
41.05,-73.7,8.560869907466774
41.05,-72.5,5.5671606079678275
41.05,-72.4,8.837069007536071
41.05,-72.3,3.6333638506904795
41.05,-72.2,13.818985520197959
41.05,-71.9,0.1110547777979887
41.06,-74.1,1.4807393940249132
41.06,-74.0,4.563776982407353
41.06,-73.9,14.260262908734202
41.06,-73.8,12.977402801341624
41.06,-73.7,12.508865716141074
41.06,-72.5,0.0
41.06,-72.4,2.9832546172375274
41.06,-72.3,5.563005812784081
41.06,-72.0,4.521914098319316
41.06,-71.9,9.350718814670966
41.07,-74.1,14.565736991057571
41.07,-74.0,7.320158816579176
41.07,-73.9,17.10997947677176
41.07,-73.8,14.999373877927155
41.07,-73.7,20.60185516165756
41.07,-72.4,34.34463526876754
41.07,-72.3,6.6290784951944985
41.07,-72.0,8.694375800475935
41.07,-71.9,23.333289323571847
41.08,-74.1,7.807866983169867
41.08,-74.0,13.210055765980497
41.08,-73.9,10.656118390870622
41.08,-73.8,15.344989780661507
41.08,-73.7,18.237552825513237
41.08,-72.4,4.339863314161388
41.08,-72.3,0.0
41.08,-72.0,62.202771591235916
41.09,-74.1,7.881827775061421
41.09,-74.0,8.046256168255049
41.09,-73.9,8.382047027163376
41.09,-73.8,8.797874740489819
41.09,-73.7,0.44422336525644524
41.09,-72.4,2.8255465500004293
41.09,-72.3,14.830478011340333
41.1,-74.1,9.32299761422972
41.1,-74.0,14.220665073472848
41.1,-73.9,10.790403665273178
41.1,-73.8,14.347865010930919
41.1,-73.7,14.147816046548535
41.1,-72.4,12.913151427826332
41.1,-72.3,0.0
41.1,-72.1,0.0
41.11,-74.2,11.338742340439758
41.11,-74.1,12.399296870189584
41.11,-74.0,6.3498293164512924
41.11,-73.9,12.053848222960232
41.11,-73.8,12.204563350982937
41.11,-73.7,41.3015111134679
41.11,-72.4,23.537930733116593
41.11,-72.3,8.473245797521582
41.11,-71.8,0.0
41.12,-74.2,33.37356003512902
41.12,-74.1,10.79646083787529
41.12,-74.0,7.1131055432119155
41.12,-73.9,6.162862747779046
41.12,-73.8,11.818339775024514
41.12,-73.7,11.971090176405198
41.12,-72.4,14.143017096805252
41.12,-72.3,0.0
41.13,-74.2,51.73377335377152
41.13,-74.1,8.060680638173816
41.13,-74.0,7.029920707993197
41.13,-73.9,10.228152054161544
41.13,-73.8,9.275520961763986
41.13,-73.7,10.594859732750361
41.13,-72.4,0.0
41.13,-72.3,0.1586518926103661
41.14,-74.2,16.74360234364116
41.14,-74.1,12.210888600933236
41.14,-74.0,8.94637221444951
41.14,-73.9,9.6421802660324
41.14,-73.8,9.037169186794307
41.14,-73.7,11.586677578005292
41.14,-73.6,0.0
41.14,-72.4,0.0
41.14,-72.3,0.22211303649965072
41.15,-74.2,47.3878995264917
41.15,-74.1,4.65123294095842
41.15,-74.0,5.77746585684518
41.15,-73.9,8.126408835484972
41.15,-73.8,10.114792340964172
41.15,-73.7,14.073947202016496
41.15,-73.6,12.668732766488462
41.15,-72.3,0.18509451947041536
41.15,-72.2,17.494083237216437
41.16,-74.3,5.232150622392906
41.16,-74.2,20.489856558227903
41.16,-74.1,11.18127894818827
41.16,-74.0,13.099351903901281
41.16,-73.9,12.644994199852741
41.16,-73.8,13.676235076685893
41.16,-73.7,20.312784381451483
41.16,-73.6,6.038598166538729
41.16,-72.2,71.19663058473758
41.17,-74.2,12.222060838706126
41.17,-74.1,7.3188237252545925
41.17,-74.0,16.004169377657238
41.17,-73.9,17.454546203496744
41.17,-73.8,8.678967321528265
41.17,-73.7,19.906752586720277
41.17,-73.6,3.9122542276170407
41.17,-72.4,17.356730239183033
41.17,-72.2,0.0
41.18,-74.3,15.492284865456801
41.18,-74.2,26.25679731795236
41.18,-74.1,8.100881434625276
41.18,-74.0,11.050741351282209
41.18,-73.9,5.558243461368151
41.18,-73.8,16.73993246572696
41.18,-73.7,17.577930776319697
41.18,-73.6,14.146033424900091
41.18,-73.5,0.3701916183636558
41.19,-74.3,14.568277895321968
41.19,-74.2,12.234465995653336
41.19,-74.1,9.046471763167512
41.19,-74.0,7.554972890392722
41.19,-73.9,26.637363968783998
41.19,-73.8,33.51624334020703
41.19,-73.7,16.068317353551976
41.19,-73.6,6.180767397298415
41.19,-73.5,12.227957178539144
41.2,-74.4,0.0
41.2,-74.3,8.133713243085518
41.2,-74.2,15.205819188216
41.2,-74.1,14.05172721564535
41.2,-74.0,6.753902658518723
41.2,-73.9,13.796357707367788
41.2,-73.8,12.958402578251652
41.2,-73.7,10.494653707221765
41.2,-73.6,8.660254916672653
41.2,-73.5,2.4062655146038683
41.21,-74.4,5.8648066286669565
41.21,-74.3,14.306127127371623
41.21,-74.2,34.43738539937606
41.21,-74.1,13.459852035575969
41.21,-74.0,7.8239293808511645
41.21,-73.9,19.38732893483737
41.21,-73.8,18.826557009884485
41.21,-73.7,13.933833388990408
41.21,-73.6,7.021190412944522
41.21,-73.5,5.211242861688159
41.22,-74.4,14.687259057702313
41.22,-74.3,15.780681823878565
41.22,-74.2,155.82760201834685
41.22,-74.0,9.508208259156946
41.22,-73.9,7.557380452677863
41.22,-73.8,3.4742422374701745
41.22,-73.7,18.492826815118182
41.22,-73.6,13.824144953623989
41.22,-73.5,10.230863928908889
41.23,-74.4,8.165384557235521
41.23,-74.3,10.41345394845906
41.23,-74.2,13.98461895652311
41.23,-74.1,0.0
41.23,-74.0,7.688603306981557
41.23,-73.9,11.447228113263083
41.23,-73.8,22.41149966432664
41.23,-73.7,12.640589934300863
41.23,-73.6,3.7944480483472667
41.23,-73.5,5.436979807362654
41.24,-74.4,13.305238850332692
41.24,-74.3,17.079049108953885
41.24,-74.2,45.62961386517634
41.24,-74.0,9.561639071813966
41.24,-73.9,17.943284345982644
41.24,-73.8,7.0987923486166125
41.24,-73.7,18.891907521645926
41.24,-73.6,6.141841041791432
41.24,-73.5,13.408166231999319
41.25,-74.5,0.0
41.25,-74.4,17.805704736760188
41.25,-74.3,14.114953099872261
41.25,-74.2,20.6037282564615
41.25,-74.0,17.367648087342737
41.25,-73.9,12.832356337357675
41.25,-73.8,8.09603163843373
41.25,-73.7,20.84646807177843
41.25,-73.6,8.67265065782013
41.25,-73.5,7.596941961377742
41.25,-72.2,0.0
41.26,-74.4,18.416409082377875
41.26,-74.3,21.32516773440798
41.26,-74.2,2.2211942227315133
41.26,-74.0,9.646271982096106
41.26,-73.9,10.357634150030233
41.26,-73.8,15.279824875535992
41.26,-73.7,21.079543048057893
41.26,-73.6,23.432997276632527
41.26,-73.5,9.754304806391787
41.26,-72.0,1.698932124579711
41.27,-74.5,12.301251627273372
41.27,-74.4,9.388681794884196
41.27,-74.3,21.385046282627673
41.27,-74.2,32.15854302676184
41.27,-74.1,0.0
41.27,-74.0,22.707865328648943
41.27,-73.9,13.763144972992015
41.27,-73.8,18.094523285817402
41.27,-73.7,11.897393898699526
41.27,-73.6,10.217300854073361
41.27,-73.5,19.670148528235547
41.27,-72.1,1.110592271790155
41.27,-72.0,1.665889375516012
41.28,-74.5,15.02125661756482
41.28,-74.4,26.675505809558445
41.28,-74.3,10.039332550228755
41.28,-74.2,13.14272584462099
41.28,-74.1,0.0
41.28,-74.0,15.962839771502809
41.28,-73.9,8.189416559198817
41.28,-73.8,10.107175774174435
41.28,-73.7,19.221993153461
41.28,-73.6,26.800540663968057
41.28,-73.5,23.884106858356244
41.28,-72.0,1.1105913040067972
41.29,-74.6,15.423734759299037
41.29,-74.5,10.60786888141291
